date,0
2020-08-20,
2020-08-21,
2020-08-24,
2020-08-25,
2020-08-26,
2020-08-27,
2020-08-28,
2020-08-31,
2020-09-01,
2020-09-02,
2020-09-03,
2020-09-04,
2020-09-07,
2020-09-08,
2020-09-09,59.210526315789465
2020-09-10,56.127118143709076
2020-09-11,58.5878018039646
2020-09-14,58.97756761630237
2020-09-15,60.17882195413321
2020-09-16,60.56680681951029
2020-09-17,61.29572327314201
2020-09-18,57.59412667815076
2020-09-21,48.214970663756795
2020-09-22,42.328901774204844
2020-09-23,34.32954629547066
2020-09-24,32.452434576444375
2020-09-25,31.331779691138557
2020-09-28,37.30297987947904
2020-09-29,44.73351948568557
2020-09-30,48.06432470113594
2020-10-01,50.16718828590078
2020-10-02,47.84781831590607
2020-10-05,50.19184029105996
2020-10-06,42.32397197453818
2020-10-07,46.588437844682744
2020-10-08,49.69891045089713
2020-10-09,56.70152899102193
2020-10-12,53.106523380213446
2020-10-13,48.37540173478527
2020-10-14,48.507276342845465
2020-10-15,42.3347611985146
2020-10-16,41.2437467840627
2020-10-19,40.22801192546894
2020-10-20,38.53855553179013
2020-10-21,46.844670965968724
2020-10-22,46.86705280342397
2020-10-23,49.55481708232401
2020-10-26,47.59105258019801
2020-10-27,48.260907536960275
2020-10-28,39.91750015136104
2020-10-29,38.341812923482706
2020-10-30,38.251973566543036
2020-11-02,42.34040379551951
2020-11-03,54.842132006558145
2020-11-04,56.04623717144235
2020-11-05,64.41301413154353
2020-11-06,61.59373591236936
2020-11-09,63.32254938589891
2020-11-10,63.616506452851674
2020-11-11,62.76912154175549
2020-11-12,56.4622034446401
2020-11-13,59.84663607301186
2020-11-16,63.92747061978747
2020-11-17,61.36195713723628
2020-11-18,61.725700134969884
2020-11-19,58.73420392633142
2020-11-20,60.65162580721495
2020-11-23,58.22609164243801
2020-11-24,65.00002613624353
2020-11-25,65.27157755366562
2020-11-26,65.20553869239527
2020-11-27,67.37401001719981
2020-11-30,60.144397233383486
2020-12-01,62.8279206505724
2020-12-02,66.75706039785196
2020-12-03,68.67988588416326
2020-12-04,66.42152154917117
2020-12-07,65.4484607960565
2020-12-08,63.3760162530111
2020-12-09,66.71180379425992
2020-12-10,73.78200511929843
2020-12-11,73.9437825559097
2020-12-14,73.39751858299942
2020-12-15,75.12227599449994
2020-12-16,76.26338916927212
2020-12-17,79.21518770714997
2020-12-18,78.69153324874483
2020-12-21,70.92808935471324
2020-12-22,60.03757439587489
2020-12-23,64.9581419320087
2020-12-24,66.79350567981037
2020-12-25,67.41980524709945
2020-12-28,62.94501048589386
2020-12-29,65.60668643881617
2020-12-30,71.50720424017682
2020-12-31,72.11527506736763
2021-01-01,73.41771137191905
2021-01-04,65.11162031541495
2021-01-05,71.71644278260183
2021-01-06,74.20383015694247
2021-01-07,69.09758859852057
2021-01-08,68.44172439298436
2021-01-11,59.38949844851825
2021-01-12,65.0309854478355
2021-01-13,60.42764629350811
2021-01-14,63.62346776631832
2021-01-15,55.44905772644043
2021-01-18,53.34037245226732
2021-01-19,54.5385108451994
2021-01-20,58.71879451437455
2021-01-21,60.06295471100491
2021-01-22,54.57612348761284
2021-01-25,54.46808958657863
2021-01-26,57.53679055994706
2021-01-27,48.84609465122666
2021-01-28,50.30522655935713
2021-01-29,47.0665971077265
2021-02-01,44.87218051811912
2021-02-02,43.57064589471183
2021-02-03,44.96066931460876
2021-02-04,43.04739554126185
2021-02-05,52.10322362014752
2021-02-08,54.56185266674156
2021-02-09,57.86402555135316
2021-02-10,55.679012864771096
2021-02-11,58.8201008286829
2021-02-12,59.35272826077219
2021-02-15,61.30085270291655
2021-02-16,57.60589356191434
2021-02-17,57.07046567981402
2021-02-18,58.936757474167386
2021-02-19,68.08089240857443
2021-02-22,71.07057125646743
2021-02-23,70.47682238928843
2021-02-24,74.0040668313503
2021-02-25,60.75222439954905
2021-02-26,45.302192358578
2021-03-01,50.62840515739515
2021-03-02,54.138667750372996
2021-03-03,50.497269695971326
2021-03-04,46.765831291722044
2021-03-05,44.16678129189201
2021-03-08,41.61531807754668
2021-03-09,47.46075486963661
2021-03-10,48.89534926561074
2021-03-11,53.13171676706144
2021-03-12,50.569882999390636
2021-03-15,50.280732519107765
2021-03-16,49.40388334200833
2021-03-17,53.996983767867604
2021-03-18,50.47372900641229
2021-03-19,48.68061876507721
2021-03-22,49.317024014192505
2021-03-23,39.29665268899222
2021-03-24,36.548038433278236
2021-03-25,36.410904670252805
2021-03-26,43.10043828675555
2021-03-29,42.32352298922513
2021-03-30,39.65636640161169
2021-03-31,39.55462495944316
2021-04-01,42.24291239713815
2021-04-02,41.60596028110854
2021-04-05,46.89118523729437
2021-04-06,47.920639933233
2021-04-07,42.85165939278516
2021-04-08,47.70889992664513
2021-04-09,44.103817128268936
2021-04-12,44.85383675492642
2021-04-13,47.412189186368394
2021-04-14,56.062418140345635
2021-04-15,58.726130413591584
2021-04-16,56.61048533540407
2021-04-19,58.8421487815188
2021-04-20,54.46036396291113
2021-04-21,57.2956300734151
2021-04-22,51.54769346941753
2021-04-23,55.79825796209429
2021-04-26,60.51332482567955
2021-04-27,56.254604060047406
2021-04-28,58.53831607120766
2021-04-29,55.50516970789155
2021-04-30,49.23091118713586
2021-05-03,54.36577276080148
2021-05-04,48.91341913938075
2021-05-05,52.56323142353503
2021-05-06,55.95223662860204
2021-05-07,60.75579154111716
2021-05-10,59.02002126742117
2021-05-11,59.938260324534774
2021-05-12,47.88390792039255
2021-05-13,48.13611326299119
2021-05-14,53.25230295616304
2021-05-17,51.879499681414764
2021-05-18,53.93868818389812
2021-05-19,47.58081138468051
2021-05-20,52.30945563853432
2021-05-21,48.15046070610622
2021-05-24,50.15380965091468
2021-05-25,50.32356574498258
2021-05-26,49.125947112345315
2021-05-27,49.070300068762975
2021-05-28,45.45499420499121
2021-05-31,48.500786510250876
2021-06-01,50.74365449934448
2021-06-02,50.717798557241956
2021-06-03,40.49588817979844
2021-06-04,50.190579171193214
2021-06-07,51.47039124735448
2021-06-08,49.46158910268986
2021-06-09,48.8300960245374
2021-06-10,51.45242634116865
2021-06-11,45.779201933169546
2021-06-14,46.77707472468801
2021-06-15,44.02515741015081
2021-06-16,36.63703645892706
2021-06-17,32.43694449681985
2021-06-18,27.799612099490773
2021-06-21,35.851846381396626
2021-06-22,37.68067401223639
2021-06-23,40.34898749506595
2021-06-24,41.23577912333131
2021-06-25,42.5015277129888
2021-06-28,39.9639373362375
2021-06-29,35.39539146607712
2021-06-30,34.459583423741556
2021-07-01,32.341638825555194
2021-07-02,40.1497349548038
2021-07-05,40.530155788731456
2021-07-06,37.32715616635604
2021-07-07,36.26323822036757
2021-07-08,32.166902825016905
2021-07-09,40.9401911623756
2021-07-12,39.84471959517018
2021-07-13,36.754851535106184
2021-07-14,41.693196227386935
2021-07-15,36.65632723307848
2021-07-16,34.58717855082973
2021-07-19,31.02547841639791
2021-07-20,29.991023513897357
2021-07-21,34.19341352061389
2021-07-22,37.663791201773904
2021-07-23,36.38303382884422
2021-07-26,38.29619655632505
2021-07-27,36.42011135272572
2021-07-28,38.83239649264333
2021-07-29,42.44552725410437
2021-07-30,36.99786842193907
2021-08-02,40.111608690696734
2021-08-03,44.566457092159794
2021-08-04,42.953188884254836
2021-08-05,46.360322682433406
2021-08-06,40.836595879559816
2021-08-09,38.27102286461877
2021-08-10,41.28163790795469
2021-08-11,45.05973868016903
2021-08-12,40.90824518570753
2021-08-13,46.058876359350755
2021-08-16,42.09633375925429
2021-08-17,34.85509328822194
2021-08-18,33.21918035867548
2021-08-19,27.47053316500664
2021-08-20,27.218622517668766
